CHR	START	END	"SRR089523"	"SRR089526"	"SRR089529"	"SRR089533"	"SRR089542"	"SRR089550"	"SRR089561"	"SRR089564"	"SRR089568"	"SRR089573"	"SRR089577"	"SRR089578"	"SRR089580"	"SRR089583"	"SRR089586"	"SRR089589"	"SRR089591"	"SRR089592"	"SRR089593"	"SRR089594"	"SRR089595"	"SRR089596"	"SRR089597"	"SRR089598"	"SRR089599"	"SRR089600"	"SRR089601"	"SRR089602"	"SRR089603"	"SRR089604"	"SRR089605"	"SRR089606"	"SRR089607"	"SRR089608"	"SRR089609"	"SRR089610"	"SRR089646"	"SRR089659"	"SRR089662"	"SRR089663"	"SRR089664"	"SRR089665"	"SRR089666"	"SRR089694"	"SRR089695"	"SRR089696"	"SRR089697"	"SRR089698"	"SRR089699"	"SRR089700"	"SRR089701"	"SRR089702"	"SRR089705"	"SRR089706"	"SRR089707"	"SRR089708"	"SRR089709"	"SRR089710"	"SRR089711"	"SRR089712"	"SRR089713"	"SRR089714"	"SRR089715"	"SRR089716"	"SRR089717"	"SRR089719"	"SRR089722"	"SRR089730"	"SRR089731"	"SRR089733"	"SRR089748"	"SRR089749"	"SRR089750"	"SRR089751"	"SRR089752"	"SRR089753"	"SRR089754"	"SRR089755"	"SRR089756"	"SRR089757"	"SRR089817"	"SRR090126"	"SRR090129"	"SRR090130"	"SRR090131"	"SRR090133"	"SRR090135"	"SRR090142"	"SRR090144"	"SRR090155"	"SRR090156"	"SRR090158"	"SRR090159"	"SRR090198"	"SRR090206"	"SRR090209"	"SRR090210"	"SRR090211"	"SRR090212"	"SRR090213"
chr1	53440429	53494914	1.10021119478105	1.10008442527208	1.04873013393494	0.565678422642057	0.832149451746895	1.00833688300286	1.02283248127252	0.983814841030708	1.0068252991083	0.985434440680352	1.02733138583416	1.02135621174538	1.03162971596821	1.03006574751329	0.972601817473271	0.893073541068905	0.951383445918675	0.957731329704554	1.0136196816464	1.021476168505	1.11104657754967	0.848450077325537	0.997847137356986	1.00967504511275	0.987098955055809	1.01530827120643	1.01917403841938	1.05583608264097	0.934400614208091	0.969499149860859	1.01191454257199	1.01183363620004	1.03526839170389	0.963183537553689	1.00700400688413	0.96428093444039	0.879765656474462	0.857646067870582	0.879105758697163	0.834948777061643	0.836280974536732	0.871185252052693	0.874470351463715	0.836156363301708	0.85940342060923	0.856853750396675	0.892140110105052	0.684929902910412	0.930423899531307	0.931589881667157	0.66430900303058	0.914138639620943	0.915451851846248	0.964882464619284	0.945876864652655	0.963922192803319	1.00973277637291	0.992844631083805	0.998394146962818	0.991667614623297	1.05791006227163	0.992665060870053	1.04642154093866	0.99259410704972	0.478572487049144	0.997738518803199	1.01050985327227	1.00260227778694	0.985450186825013	0.998828807947903	0.97973649835087	0.978070043323893	0.985488614849867	0.958650173518017	0.981031461294276	1.03931901957031	1.01991180602621	0.907606870543253	0.967049285320827	0.922035142792647	1.00377055586294	0.833313194088799	0.956340623457471	0.937374504778023	0.939626079473683	0.931692380190982	0.981187349997864	0.939053226112353	0.997917764605472	1.19391352098383	1.02558234194808	0.968333174965941	1.01461165791258	0.93974543991997	0.974087935210009	0.954200473844072	0.959614336997862	0.906999938321545	0.986225089412407	0.931045798510007
chr1	105459037	105514187	1.18607804136988	0.65538966059435	0.498001572181939	0.565678422642057	0.758194948670115	0.965287732313411	1.02283248127252	0.983814841030708	0.991545604918368	0.985434440680352	1.05053775228181	1.02135621174538	1.03162971596821	1.03006574751329	0.972128502651343	0.893073541068905	0.951383445918675	1.01986109984825	1.0136196816464	1.021476168505	0.974578501804061	1.00135518978878	0.997847137356986	1.00967504511275	0.987098955055809	1.01530827120643	1.03107170659781	1.05583608264097	0.934400614208091	0.969499149860859	1.01191454257199	1.01183363620004	1.03526839170389	0.963183537553689	1.00700400688413	0.96428093444039	0.879765656474462	0.857646067870582	0.873114669769483	0.88250719950178	0.889789911663477	0.871185252052693	0.874470351463715	0.880791191238329	0.85940342060923	0.856853750396675	0.892140110105052	0.896570901944171	0.929931902284316	0.669139306926589	1.05250249204876	0.95004168122394	0.915451851846248	0.964882464619284	0.945876864652655	0.963922192803319	1.00973277637291	0.992844631083805	0.998394146962818	0.991667614623297	1.0610790835308	0.992665060870053	1.04642154093866	0.99259410704972	1.04243004756809	0.997738518803199	1.01050985327227	1.00260227778694	0.985450186825013	0.998828807947903	0.94891419143784	0.978070043323893	0.985488614849867	0.957504759489401	0.995403628465221	1.03931901957031	1.01991180602621	1.00261710924905	0.952119923353833	0.922035142792647	0.881803006429137	0.833313194088799	0.956340623457471	0.937374504778023	0.939626079473683	0.931692380190982	0.949980192075045	0.939053226112353	0.994702400060825	1.09509955508992	1.02558234194808	0.968333174965941	0.938600590686914	0.93974543991997	0.977835792523528	0.940969856450868	0.959614336997862	0.906999938321545	0.986225089412407	0.931045798510007
chr1	183998520	184048557	1.3791250181855	1.20244865319472	0.573518449402724	1.03625508899412	1.21935159270069	0.869753306319169	1.02882345574258	1.00145075380256	1.00191250027121	1.00361518385511	1.02710549927388	1.01873066704482	1.02584057800494	1.03006574751329	0.969514695836676	1.05225343042491	1.00260260094014	0.90160798851113	1.02039541873078	1.02241932386269	1.01159220592967	0.993904606826254	1.01379217661607	1.00474734390494	1.01083722268049	1.00209270086713	1.01132649589589	1.04551984500564	0.973766048602088	1.01096288511418	1.06972662272594	0.993550594105323	0.898906741846587	1.03394188886956	0.976020149513683	0.993907796074975	1.32916180592386	1.2999775876848	1.31496571292205	1.32362677247956	1.32112114986572	1.10172542334265	1.31911539575475	1.09948061301987	1.09743517719156	1.2970074333607	1.33656547621768	1.1425478422854	0.875786461345277	1.20334863085547	1.38465243018867	1.18264500314933	0.966195012708028	0.964882464619284	1.01136589787325	0.919153972388268	1.00973277637291	1.01718925708217	1.00674492022728	0.978304030136535	1.06272308035823	0.994596628092541	1.02055414338233	1.02516016793578	0.217203950396772	1.04587775102245	1.0330342420328	1.01818196082615	0.954197395158424	1.00638171100071	1.18294293993368	1.08767964437851	1.08710454941542	1.0173691720108	1.01219684368219	0.99222707131925	1.00270347754347	1.04628130398538	1.23662671558291	1.19960385769297	1.15229514140474	1.21378818005277	1.20569065655264	1.17914018060492	1.17573847531346	1.17849527158173	1.18135543595092	1.17870767818427	1.21971113579714	1.23105724880753	1.19589423088604	1.20218213392697	1.28370970833979	1.18049827093649	1.18042598677566	1.01275670032671	1.2442107197303	1.23972770828445	1.20711979833699	1.17542567210935
chr1	236135655	236186012	0.898715761074876	1.11823915340828	0.639684182512714	0.465923760212654	1.21935159270069	0.58921551822497	1.02882345574258	1.01024650127915	1.01484954054385	1.01036704764377	1.01963301609575	1.01873066704482	1.02584057800494	1.03006574751329	0.969514695836676	1.08190076699806	1.00260260094014	0.943120948843838	1.02039541873078	1.02241932386269	1.01159220592967	0.993904606826254	1.01379217661607	1.00474734390494	1.01083722268049	1.00209270086713	0.976206296801703	1.04551984500564	0.973766048602088	0.996149850968266	1.0779433396694	0.993550594105323	0.713366184509756	1.03394188886956	0.976020149513683	0.993907796074975	1.32916180592386	1.2999775876848	1.31496571292205	1.32362677247956	1.26066186375288	1.07814155241903	1.31911539575475	1.08576900782515	1.10206323152333	1.2970074333607	1.33109554964969	1.1425478422854	0.907717604144229	1.20334863085547	1.3286479696674	1.16681073426343	0.966195012708028	0.964882464619284	1.02197125215444	1.07975464518308	1.00973277637291	1.01718925708217	1.00674492022728	0.978304030136535	0.959275365406173	0.994596628092541	1.0162935900742	0.97559013979245	0.630253626952885	0.998461040992675	1.0330342420328	1.01818196082615	0.954681740213351	1.00638171100071	1.18294293993368	1.10532344517815	0.994877145904409	1.0173691720108	0.936563816060469	0.99222707131925	1.00270347754347	1.04628130398538	1.23662671558291	1.27765402737151	1.15229514140474	1.23158763402741	1.08760302672517	1.17914018060492	1.17038054514422	1.17849527158173	1.18135543595092	1.17870767818427	1.22711482041927	1.21936481536325	1.19589423088604	1.20218213392697	1.15074534187956	1.18049827093649	1.18042598677566	0.945185937940655	1.18081771366203	1.22775949036694	1.20711979833699	1.17542567210935
chr2	38944803	38996507	1.07882155350805	0.966338971390604	1.047362287626	1.17029297820365	1.09249978690652	1.05594514633864	0.99574633272409	1.00423660396328	1.00035849774138	0.988940299583055	0.966384080214856	1.01856513757974	0.998115422918745	0.984004696953851	0.977446331791115	1.18443352032171	1.01028773957175	0.92666088067708	0.985251854476059	1.00283542332194	0.997494138739243	0.951135712288215	0.978244608684587	0.960751615100484	1.00502737897568	0.96072215538405	1.00680974555289	1.03076311655939	0.910798597098641	0.943476190640044	1.00933250567384	0.998902383287312	0.983936852359198	0.944964214175194	1.03873212100932	0.958965129691493	1.09552744874361	1.05326994914911	1.0801011846708	1.09370215029475	1.11103335024264	1.10136515987219	1.09139907309003	1.1238424979751	1.00426323105545	1.09053086976265	1.1262524646329	1.13156410506901	1.13168497564847	1.08966635208018	1.09725732446439	0.93518059650952	0.939757991483927	1.03620500158619	0.974385149924522	1.03962184996529	1.04176605848323	1.01047678145482	1.00185112869574	1.01538037281286	0.984439615342409	1.00552678798255	1.04577254480776	1.00192691072091	1.47142073644571	0.964860520137326	1.01265883726422	1.02114794150851	0.99867166215385	1.01946714242749	1.19065984980249	0.96672967613482	0.973088661128566	0.993918053928267	0.921180324660659	0.989933767386016	1.01254330657107	1.06499275068306	1.19297252524361	0.886175651408152	1.2778234242658	1.1753774321275	1.14033340612351	1.1937452032174	1.19910147091255	1.19585458396158	1.18986875680882	1.19310462817548	0.877099262374599	0.920079988095934	1.14473436704446	1.1863486962785	1.25735905456937	1.19520282880843	1.12938072496534	1.19467946016186	1.21041684664669	1.04604445516261	1.19724652097751	1.20993596028796
chr2	97248366	97298651	1.04596290912559	1.06589909189199	1.047362287626	1.22981186187922	1.04096280887725	1.05594514633864	1.03773703793369	1.00423660396328	1.03750972174843	0.988940299583055	0.966384080214856	1.04121961623595	1.04064678865743	0.984004696953851	1.02663602475023	1.35391921253839	1.01028773957175	0.92666088067708	1.02409836064376	1.01523751468985	0.997494138739243	1.00741370218046	0.978244608684587	0.960751615100484	1.00502737897568	1.07951524241296	0.9771257482281	1.03076311655939	0.910798597098641	1.00638561992749	1.00933250567384	0.998902383287312	0.983936852359198	1.12137187676651	0.980592497088164	1.06477024578188	1.09552744874361	1.1101937921694	1.0801011846708	1.09370215029475	1.11103335024264	1.10136515987219	1.09139907309003	1.06363353010267	1.08759625300503	1.17919752404102	1.1262524646329	0.921404679717034	1.18328104695537	1.18361828720919	1.21779027586444	0.979820219297956	1.07548466742081	1.03620500158619	0.974385149924522	1.05081412022301	1.04176605848323	1.01047678145482	1.00185112869574	1.01538037281286	0.967107746951563	1.02532011504731	1.04577254480776	1.00192691072091	2.16808889661762	1.01902612237972	1.01265883726422	1.02114794150851	0.99867166215385	1.01655675125725	1.19326046456288	1.08491676424697	0.953315589767747	0.993918053928267	1.05044740169003	1.08876658720064	1.00415573959766	1.06499275068306	1.17523834576366	1.32465838110819	1.13575764872108	1.37244279787308	1.21581456846893	1.20840447957704	1.19910147091255	1.23161929933838	1.18906669666968	1.23468233034992	0.979371390730774	0.916176935458352	0.95253159929767	1.21710610760833	1.27275722501908	1.45542007754102	1.21805672097574	1.2453820134035	0.976644335460793	1.1376244630311	0.969993403675599	1.23790355245688
chr2	151686384	151736715	1.09075766241398	0.975629207288143	1.047362287626	0.907404040809267	1.04096280887725	0.951630045153069	1.03773703793369	1.00423660396328	0.96343915136022	0.988940299583055	1.04726889994074	0.981430198043073	0.9818552357076	0.984004696953851	0.96343407552658	0.939349652762894	1.01028773957175	1.06495768485048	0.947905189109204	1.01523751468985	0.929432975861721	0.97013455576397	0.978244608684587	0.960751615100484	1.00502737897568	1.0093628258151	0.984235242997082	1.03076311655939	0.910798597098641	1.00638561992749	1.00933250567384	0.998902383287312	0.860100954622223	0.986903651148868	1.00214584763744	0.979430462701068	1.09552744874361	1.04825754498966	1.0801011846708	1.09370215029475	1.11103335024264	1.10136515987219	1.09139907309003	1.10448749229808	1.08759625300503	1.17919752404102	1.10257276029912	0.898394370413518	1.08675127351146	1.09823852405724	1.1210904352853	0.928667349409058	0.924769364426042	1.02611121494319	0.974385149924522	1.05081412022301	1.0048362728786	1.01047678145482	1.00185112869574	1.01538037281286	0.967107746951563	0.971109429922616	1.04577254480776	1.00192691072091	2.16446789646232	1.01902612237972	1.01265883726422	1.02114794150851	0.99867166215385	1.01655675125725	1.19326046456288	0.909126835674187	0.953315589767747	0.993918053928267	1.05044740169003	1.0604704529676	1.00415573959766	0.99663392693776	1.15499229223787	1.1245716340804	1.12159286212344	1.08677857267055	1.16014639704711	1.20840447957704	1.19910147091255	1.20649581101339	1.18906669666968	1.06367729377917	0.955920041100404	0.916176935458352	0.95253159929767	0.938406697151834	1.1764749859711	1.45542007754102	1.21805672097574	1.15422409197856	0.976644335460793	1.02073192525434	0.972371136563379	1.25229340683014
chr2	203204765	203255413	0.987748597570209	1.16605908288469	1.13784193137309	1.12147450821225	1.20440877275842	0.388166949644851	1.03773703793369	1.00423660396328	0.96343915136022	0.988940299583055	0.990297494803276	0.981430198043073	0.9818552357076	0.984004696953851	0.96343407552658	1.10889069899737	1.01028773957175	0.803001103593455	0.947905189109204	1.01523751468985	0.929432975861721	0.97013455576397	0.978244608684587	0.960751615100484	1.00502737897568	0.996355096208232	0.984235242997082	1.03076311655939	0.910798597098641	1.00638561992749	0.980408331574922	0.998902383287312	0.952529030709028	0.986903651148868	1.00214584763744	0.979430462701068	1.27314132126058	1.25358399120007	1.2874581121525	1.28921751057841	1.28917624595916	1.26963077239944	1.2636024415228	1.30698534301888	1.29474775172752	1.03206187267971	1.27642309651781	1.09118747122599	1.34295226063776	1.06518320954478	0.939025852896902	0.925306781428375	0.983545620008258	1.02611121494319	0.974385149924522	1.05081412022301	0.902339457456481	1.01047678145482	1.00185112869574	1.01538037281286	0.967107746951563	0.971109429922616	1.04577254480776	1.00192691072091	1.69701529026009	0.971438504160033	1.01265883726422	1.02114794150851	0.99867166215385	1.01655675125725	1.32742780584702	0.909126835674187	0.953315589767747	0.993918053928267	1.05044740169003	0.959579326062334	1.00415573959766	0.99663392693776	1.33530549475434	1.42622881733386	1.31697613842318	1.27168501080226	0.885998350409854	1.35288550438989	1.40017349161185	1.36099828716401	1.32967989972818	1.26278602522091	1.16488318162052	1.30548929958702	1.13781689752806	0.809283493983346	1.42273613177844	1.64418471360868	1.32090331702973	1.3770582876467	1.14768140733719	1.23808920240873	1.23967857411665	1.18854052274162
chr3	11602068	11652826	1.02357330234771	1.15345788807072	1.06113927237701	1.11948243618815	0.981174061807396	1.0258014018862	1.07201741215328	1.00853634967398	1.01821951612532	0.990589961496666	0.985884750386559	1.05991896860727	1.0119316680203	0.939955374356045	1.05272224398467	0.964463212656531	1.16511619098604	1.20019106281479	0.976437937013384	0.985792047419415	1.00514228074237	0.939581492404593	1.01278539109407	1.03087662041243	1.00262639354097	1.0182064469462	1.02880951725627	0.977524057897038	1.17342785171699	0.982115556195505	1.00111447300551	0.745734519162144	1.08965595059348	0.957913937177547	0.978709069126103	1.04460044589984	0.864680949466516	0.883895382547863	0.872380812306386	0.862818243946486	0.818463803116606	0.896610140705939	0.915797388443248	0.899410774327415	0.927331577235767	0.883447269486667	0.924900303825062	0.896360768440494	0.768672981154486	0.724858777368251	0.64885318070474	0.523071138548632	0.998246493954512	1.0428223012736	0.983018497326825	1.00003968289675	1.00029977946494	1.00944265344118	1.00143268237236	1.09218453387189	1.05980239559751	1.01671000318587	0.957342545391118	1.03554109369913	1.29401675874935	1.01102807131399	1.00748236198818	1.01394236299592	1.07866470328391	1.01007046714729	0.917021517202259	0.945185686104414	1.0335818696782	1.12412433254837	0.980169164701573	1.0514973328019	1.01551401175924	0.941639410160175	0.981299643672914	0.743130958440262	0.952554709173527	0.935400632778241	0.991489394405247	0.971908826044188	0.977624426180278	0.885827988051593	0.906380196762174	0.978572763479999	0.99250448129318	1.14157417770972	0.934559133914493	0.963792467344811	0.986570635415623	0.981536468986175	0.824391743528019	0.7515303183085	1.01684947562605	1.021974165582	0.972960671278987	0.987965259413397
chr3	63061403	63111609	1.00755671639343	0.57186319831578	1.06113927237701	1.14623639005614	0.967969740637248	1.04031144606223	1.03786020737434	1.00853634967398	1.01821951612532	0.990589961496666	0.972023324546519	1.05991896860727	1.0119316680203	1.01143023203475	1.01674438267699	1.26484927550396	1.05994531309231	1.18890906271605	0.976437937013384	0.985792047419415	1.01547214925216	1.05675142687473	1.01278539109407	1.03087662041243	1.00262639354097	1.0182064469462	0.991050316495799	0.977524057897038	0.858042911130176	0.982115556195505	1.00111447300551	1.01037641225668	0.977280635393533	1.00995788225198	0.978709069126103	1.04460044589984	0.864680949466516	0.883895382547863	0.872380812306386	0.862818243946486	0.818463803116606	0.896610140705939	0.889222114092371	0.882075832161889	0.911184358534903	0.883447269486667	0.924900303825062	0.951783088826678	0.710532487646676	0.781372711956384	1.00358571227075	0.48550015764851	0.998246493954512	1.0428223012736	0.983018497326825	0.997390832922119	1.11282850836278	1.00944265344118	1.00143268237236	1.07141256635403	1.05980239559751	1.01671000318587	0.957342545391118	1.03554109369913	1.03287351439991	1.01102807131399	1.00748236198818	1.01394236299592	1.07866470328391	1.01007046714729	0.983374088214317	1.02705196534839	1.0335818696782	1.04515863804704	0.758056218833552	1.0514973328019	1.01551401175924	0.924816348769565	0.981299643672914	0.743130958440262	0.966049445340439	0.935400632778241	0.95485742947886	0.971908826044188	0.977624426180278	0.885827988051593	0.983412367013347	0.978572763479999	0.99250448129318	1.0519436028333	0.934559133914493	0.963792467344811	0.992926021708076	0.981536468986175	0.953580104242232	1.34171864480317	1.01684947562605	1.12362185373396	0.972960671278987	0.987965259413397
